0, han wo end tk frnd rhengi may be coz kuch b ho wo ek dusre ka sth ni chordti,1
0, haha ek or problemmeri class mai larkiyaan nahi hain thori bhejdop,1
0, kuchh log ek roz jo bichad jate hainwoh hazaron ke aane se milte nahin ,1
0, india ke sabse bade super stars apna ego bhula ke ek dusre ke gale mil rahe haito humari akkad kiss baat kisrkianssal,1
0, bhaiya life m koi saat dene vala nhi h isiliye ek umid s apko bolta hushayed kapil bhaiya life m thoda saat dede plz help me,1
0, hahaha haan koi pagal hi hoga jo kare ga,1
0, aankhon ko bhi le dooba ye dil kapagalpan aate jaate jo milta haitumsa hi lagta hai ,1
0, jin larkiyon ko yaqeen ho jaye k unhein ik ka rishta nai mil sakta woh marvi memon ki tara pagal ho jati hen,1
0, aaeee pagal hai kiya bhai,1
0, mazak tha na pagal ok is ok,1
0, yaha kiya tu sab pagal ho jange uske peche mera hath us pe he aur tumhare liye rub kr raha hon,1
0, ye sale aap wale to ekdam se pagal hai bhaiphotoshop ki dukaan khol haikejri haar gya to ye jihad suru kar denge,1
0, lol this is what we call love pagal hai d,1
0, sabhi mujhy pagal boltay hain ,1
0, nhi pagal teacher hmare baap ki jga hota haibut his name is zain osmaan and he is soo cuteand im his fav student haha,1
0,kisi ki chahat mein itne pagal na hona ho sakta hy wo tumhari manzil na ho us ki muskurahat ko izharemohabbat ,1
0, yeahall those tweets making me super happy proud to be his pagal sonuh,1
0, out hai pagal u think he is high wid marijuana p d,1
0, pagal sojahaoo abb d,1
0, pagal ho she is not of that kind yaar and tu reply kyun nahi kar raha mere mentions ko ,1
0, kya karun is pagal larki ka mn ,1
0, pagal pagal pagal p,1
0,hum teri yadon me khoye rahte hailog hme pagal deewana kahte haivirhan ki agnee me pal pal tapti ,1
0, ptawari to pagal hogae honge d ak to gujranwalastandswithik uper se inqilabinbhakkar d waoo amazing ikandtuqbestcomb,1
0, hahaha issi liyay bio aysi rakhi hai kay sirf pagal log follow karain xd ,1
0, pagal soye soye koi tweet krta hai kya ,1
0,poo maalaiye pagal nilavu irlradio,1
0, bas itna happy nuff ha aur pagal ho jaogi ,1
0, ma pagal ho jaungipcome to personal chatwill explain u,1
0, yes he isbut shar n zar ka gulaam naibtw all khans are pagal ,1
0, oh thankyou for the translation but no thankyou as well cos mene waja puchi pagal p,1
0, yeahall those tweets making me super happy proud to be his pagal sonuholic d,1
0, as for staying the way i amhum toh bachpan se hi aise hai lmao thora pagal thora samaghdaar wink,1
0,main pagal us k pichay vo pagal kisi or k pichaysary pagal agy pichyachasorry,1
0, hahaha pagal ho tum ab yakeen hgya mjhe ,1
0, taklla pagal hogeya hai sabse cheep game play krrha hai ye ali kulli patanai ye bbfans ko pasand ha unbelievable,1
0, hahahahah sab pagal ho chuke n credit goes to sarah the great ,1
0, hahah pagal just asking tmara wait kyun krnga ,1
0, mujy bhe arz aya aiknam tu janoon main bhool giya hoon tera ab tu rehta hai honto pr bs dharna dharna pagal ho gya,1
0,hahahahah sab pagal ho chuke n credit goes to sarah the great ,1
0, main nay to itna insist kiya ha follow he nai krty hanbus aik hm han k in k liey pagal han tt,1
0, your welcome pagal ,1
0, pagalabey ganey sun ri thi,1
0,agar pakistani politicians ka psychoanalysis kerwaya jae tu 98 100 pagal niklain ge balke khatarnak pagal,1
0, hahahahahhahahahahahhahahah damn its the only sohii the great pagal ,1
0, lo gpta tha mujheysir plzzz apni is pagal fan ko bhi reply kar dein ,1
0, yeah pagal kar dia ,1
0, haabata pagal wewantharshikaback btwim still kinda upset bt ok bata,1
0,chalo i am going to sleep now half of the people wondering with whom we are talking pagal samajh rahe hain hahahaha takecare pheebs ,1
0, hahahahaha lol i wasnt lying at all amp thanks pagal soso ,1
0,bc sub united fan fb aur whatsapp per message ker ker k pagal ho rahay hain why,1
0, hum yahi kehte hain k is aadmi ki baatoon per na jao gonawazgo ,1
0, dil behlany k liye guftugu krte hain loog hum semaloom to mujhy bhi hai k hum kisi ko achay nahi lagte,1
0,hum nazuk buhat hain pani k bulbulay ki tarha ltltltdostgtgtgtzara sa thukra0 gy t0 dh0ndty reh ja0 gy,1
0,bataoo naa iss gustakhii ki saza kiya hoo gi agar hum kah de key hum tum pe marty hainahad amp 7284,1
0,har baar hum hi jeetenge mum letsfootball ,1
0,ya to hum musalman gaddar heya dushman musalmani ka niqab phenke humse gaddari kare hekon he ye log ju pakistan tabah krne per tolee howe,1
0, unse keh do itne anmol to nahi magarhamari qadar kar leshayad hamare baad koi hum jaisa use yaadkarne wala na mile ,1
0, jo bolna hai bolo humnay deekha aur hum iman layeeinternationalprideik wearewithhaqiwantalifeinwhich such ki kadar ho,1
0, ap pyar se bulao hum kal hi hazir ho jatay hen p,1
0, lol woh to hum dekh he rhen hain or kya kya dikhana baqi hai abhi aik baar he dikha do na sb kuch p,1
0, haan matlab humara mutual na ho hum usko bolengy k hum uskey dur k cousins hen us se puchengy k tm kahan gyb hogaey thay,1
0, hum larkoon ke waja se maili larkiyaan twitter celeb bani hue hain,1
0, hum samajh sakty hain yeh dard jo ji ne dedia hai pti aur pmln walon ko ,1
0, hum can i come lick hier cum ,1
0, srkianssalmaniacstogether hello to all srk fans there agr dosti ka haat badaya h to hum bhi piche nae hatenge,1
0,jo bolna hai bolo humnay deekha aur hum iman layeeinternationalprideik wearewithhaqiwantalifeinwhich such ki kadar ho,1
0, pta nae dono me se kon bechara hy p,1
0, aap dono ko good night have a wonderful time cheers ,1
0,dont underestimate 2 things1 speed breaker2 heartbreaker cause dono he bohat nuqsaan daitai hain,1
0, aaj wo sbse jyaa khus honge jinke favrt dono hai dhinka chikalungi dance srkianssalmaniacstogether httptco,1
0, hai wo dono end tk friend rahay tou a cha hai,1
0, srkianssalmaniacstogethersalmaniacs gud newssrkians gud newsakkians hum to jaante the bhut pehle se dono mile h,1
0, dono mazzay lay rehay hain,1
0,a chand ki kirno jaoo naa tum ussko chu kar aaoo wo kab kiya kiya karta hai wo jaghta hai yaa sotaa ,1
